id,name,artist,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode,uri
65Wb0cfazkL4uW6g9qEwjS,Flores Amarillas,Floricienta,0.794,0.143,121.995,0.0272,0.0444,0.0,4,0.708,6,223187,-5.565,0.626,1,spotify:track:65Wb0cfazkL4uW6g9qEwjS
2jxQtbaswNN39LF1KvwNOY,Vengo a Cantar,Leandro Robin,0.718,0.0918,155.078,0.216,0.335,1.28e-05,3,0.832,2,155534,-8.607,0.851,0,spotify:track:2jxQtbaswNN39LF1KvwNOY
5H4YQCdThMeLunCQkjRiMz,Encontrar,Cruzando El Charco,0.477,0.259,95.02,0.0237,0.743,0.0,4,0.638,7,185387,-6.894,0.314,1,spotify:track:5H4YQCdThMeLunCQkjRiMz
5VYCf57tScdakmCr1vGrI9,No Como,Emmanuel Horvilleur,0.775,0.0454,178.959,0.0433,0.0494,0.00304,4,0.48,7,207540,-5.932,0.865,1,spotify:track:5VYCf57tScdakmCr1vGrI9
7cwDTm3iGh2R9Jcelko15v,MI Diablo,La Vela Puerca,0.802,0.251,158.911,0.0326,0.265,0.0002,4,0.507,7,185575,-7.695,0.709,1,spotify:track:7cwDTm3iGh2R9Jcelko15v
6vBeZiyYQmb0eD1Fj3RThI,Naistumichiu,CHANO,0.846,0.754,96.963,0.0317,0.145,0.0,4,0.589,1,179747,-4.288,0.641,0,spotify:track:6vBeZiyYQmb0eD1Fj3RThI
6ihEe9if8YRTAlzDdM1HPY,"Amor (Amor, amor, amor)",Luis Miguel,0.773,0.537,147.796,0.0254,0.0445,4.25e-05,4,0.616,7,222293,-5.409,0.717,1,spotify:track:6ihEe9if8YRTAlzDdM1HPY
1Xkto2kVP1qmT3uQBzITDb,Eu Vi Chegar (En Vivo),Los Pericos,0.809,0.826,132.105,0.0689,0.0666,2.35e-05,4,0.467,0,186984,-7.173,0.665,1,spotify:track:1Xkto2kVP1qmT3uQBzITDb
6dT5W7zuEcUZHnZuVlSIJ5,La Noche Sin Tí,Los Huayra,0.59,0.0914,81.311,0.043,0.548,0.0,4,0.364,1,258827,-6.686,0.446,0,spotify:track:6dT5W7zuEcUZHnZuVlSIJ5
0P4mudPDmwTuIZ7vA3y89j,Don't Come Close - 2002 Remaster,Ramones,0.868,0.185,157.016,0.0768,0.186,0.0105,4,0.65,2,164067,-5.083,0.921,1,spotify:track:0P4mudPDmwTuIZ7vA3y89j
5ojXuKXBYq0apcNucYSDXq,Mamita,CNCO,0.724,0.148,91.035,0.0541,0.112,3.67e-06,4,0.803,10,174201,-4.835,0.496,1,spotify:track:5ojXuKXBYq0apcNucYSDXq
17eJyYLIlMNlOqcwHYJ9F2,Lago en el Cielo,Gustavo Cerati,0.833,0.315,128.008,0.0322,0.00172,0.0387,4,0.539,7,308947,-5.717,0.57,1,spotify:track:17eJyYLIlMNlOqcwHYJ9F2
5dXlF4mvWnLkJoTrNfgcc7,700 Toneladas,Tan Bionica,0.656,0.0648,115.926,0.045,0.0262,6.39e-05,4,0.311,7,252479,-7.873,0.183,1,spotify:track:5dXlF4mvWnLkJoTrNfgcc7
5jjnq0YlUSgcqEemQQZ3rZ,A Mil,Cruzando El Charco,0.806,0.134,135.984,0.0353,0.00659,0.0,4,0.599,7,189507,-5.434,0.641,1,spotify:track:5jjnq0YlUSgcqEemQQZ3rZ
0HNXnhNZZtRZFLhP4hfyCP,Hey Baby (Radio Mix),DJ Ötzi,0.968,0.347,135.099,0.046,0.123,0.0,4,0.666,10,219240,-3.196,0.834,1,spotify:track:0HNXnhNZZtRZFLhP4hfyCP
48UPSzbZjgc449aqz8bxox,Californication,Red Hot Chili Peppers,0.767,0.127,96.483,0.027,0.0021,0.00165,4,0.592,9,329733,-2.788,0.328,0,spotify:track:48UPSzbZjgc449aqz8bxox
16LDbpqgCtvEZDQ5wfOWrj,Nuestra Cancion,Elvis Crespo,0.885,0.239,126.228,0.0466,0.425,0.00256,4,0.692,7,208640,-3.132,0.923,0,spotify:track:16LDbpqgCtvEZDQ5wfOWrj
0VYSH5t5gIXadaAhcufgPu,Soy Como Quiero Ser,Luis Miguel,0.737,0.281,111.128,0.0297,0.083,0.0,4,0.639,0,176173,-8.596,0.671,0,spotify:track:0VYSH5t5gIXadaAhcufgPu
3wo5ZlsWZNVAeemkiel7Ds,Eterno Amor,Los Manseros Santiagueños,0.474,0.318,130.902,0.0308,0.532,0.0,3,0.661,9,221986,-6.759,0.817,1,spotify:track:3wo5ZlsWZNVAeemkiel7Ds
6Tzjug1Iwou2u0zzulqDEN,Loosing my religion,Estelares,0.719,0.288,130.022,0.0288,0.0163,0.0,4,0.598,9,259799,-6.359,0.417,0,spotify:track:6Tzjug1Iwou2u0zzulqDEN
4A1yL9EnHfgyITkfOGKwAv,La Voz Del Viento,Los Huayra,0.632,0.0889,163.061,0.0413,0.363,2.29e-05,3,0.546,4,282067,-6.062,0.534,0,spotify:track:4A1yL9EnHfgyITkfOGKwAv
0KoVPPiV28IDJKvlQL3QEM,A Soñar Un Rato,Ivan Noble,0.473,0.879,82.476,0.0297,0.646,1.57e-05,4,0.529,5,266640,-10.222,0.258,1,spotify:track:0KoVPPiV28IDJKvlQL3QEM
2eY5iKmq2BDcD9P3uEnr4L,La Marca de la Gorra,Mala Fama,0.68,0.113,163.82,0.0542,0.106,1.12e-05,4,0.801,4,220160,-6.247,0.879,0,spotify:track:2eY5iKmq2BDcD9P3uEnr4L
06DnNFQMEbBG7QtGwa0rvG,Bella Ciao,Fer Palacio,0.535,0.367,99.978,0.0386,0.668,0.045,4,0.789,9,116738,-4.791,0.641,0,spotify:track:06DnNFQMEbBG7QtGwa0rvG
6h1OMefYA76A8nWHbundSJ,Tu Nombre,Cruzando El Charco,0.64,0.116,104.003,0.0255,0.411,0.0,4,0.649,6,218173,-5.51,0.426,1,spotify:track:6h1OMefYA76A8nWHbundSJ
5wqbrRK8dhrW1rByRnQ1V2,Motivos (En Vivo),Abel Pintos,0.703,0.944,103.624,0.0602,0.435,0.0,4,0.495,7,197147,-7.455,0.221,1,spotify:track:5wqbrRK8dhrW1rByRnQ1V2
3pMo77B4r1NwwIK78lO4xf,Me Gusta,Ciro y los Persas,0.813,0.131,131.997,0.0272,0.0204,5.48e-05,4,0.643,2,289654,-5.976,0.706,1,spotify:track:3pMo77B4r1NwwIK78lO4xf
4kSKacywUJHdhyst4PL6pl,Somethin' Stupid,Robbie Williams,0.515,0.174,106.191,0.0261,0.429,5.62e-06,4,0.654,0,170493,-12.185,0.677,1,spotify:track:4kSKacywUJHdhyst4PL6pl
2G7V7zsVDxg1yRsu7Ew9RJ,In My Feelings,Drake,0.626,0.396,91.03,0.125,0.0589,6e-05,4,0.835,1,217925,-5.833,0.35,1,spotify:track:2G7V7zsVDxg1yRsu7Ew9RJ
26oFgeiS15gSbUr8eR7nvx,Esperaba,Julieta Venegas,0.777,0.103,164.943,0.0433,0.113,6.71e-05,4,0.563,2,195653,-5.967,0.597,1,spotify:track:26oFgeiS15gSbUr8eR7nvx
5o0fPRx7uT5Oi4lMt2D6Jh,El Mundo Es Nuestro,Tan Bionica,0.754,0.0734,127.995,0.0441,0.284,0.0388,4,0.694,11,185867,-6.195,0.842,1,spotify:track:5o0fPRx7uT5Oi4lMt2D6Jh
5bldrrpdHrTeaWNT1Kp5xs,What Do You Mean? - Acoustic,Justin Bieber,0.358,0.104,124.934,0.044,0.794,0.0,4,0.773,8,203800,-10.634,0.756,1,spotify:track:5bldrrpdHrTeaWNT1Kp5xs
4Uq5tAWXRu77t5XDhMl7od,I Want You Around - Ed Stasium Version,Ramones,0.706,0.0827,119.601,0.0292,0.121,3.12e-05,4,0.674,2,180160,-6.591,0.638,1,spotify:track:4Uq5tAWXRu77t5XDhMl7od
7N2Knor6x7g0XIqpMoBg1z,X (Equis),Mak Donal,0.735,0.265,91.952,0.0491,0.0503,0.0,4,0.729,9,173471,-3.56,0.965,0,spotify:track:7N2Knor6x7g0XIqpMoBg1z
4Lo9osdsopemnKIfgi6IqW,Tesoro,Leo García,0.857,0.136,136.058,0.0388,0.0105,0.0,4,0.472,7,290947,-3.406,0.769,1,spotify:track:4Lo9osdsopemnKIfgi6IqW
0LQvt4cmAfMm6SmXetFw9P,Inmortal,Cruzando El Charco,0.874,0.119,94.95,0.0312,0.395,1.07e-06,4,0.572,7,165000,-4.556,0.862,1,spotify:track:0LQvt4cmAfMm6SmXetFw9P
3zN6kV9JWuQYVqXPtNvZku,Ya Nada Queda,Kudai,0.651,0.0418,150.059,0.0283,0.0895,0.0,4,0.543,5,224000,-5.784,0.6,1,spotify:track:3zN6kV9JWuQYVqXPtNvZku
2b44DfiDm52uA7aFQX6YOz,Tchauzinho,El Super Hobby,0.899,0.303,202.055,0.133,0.614,0.0,4,0.479,2,180834,-4.044,0.946,1,spotify:track:2b44DfiDm52uA7aFQX6YOz
1Ft13La2daEGqz5yWJC7lx,Bella,Wolfine,0.493,0.127,94.016,0.0735,0.128,0.000147,4,0.909,3,197120,-6.688,0.844,1,spotify:track:1Ft13La2daEGqz5yWJC7lx
1g7pyL3TVrXvJRLMShJUUI,Princesita,Elvis Crespo,0.901,0.041,123.242,0.037,0.458,0.00656,4,0.799,9,287227,-3.333,0.957,1,spotify:track:1g7pyL3TVrXvJRLMShJUUI
3FDrI0FLKzrYQiWxPhqV2W,Rollin (feat. Future & Khalid),Calvin Harris,0.762,0.224,92.002,0.0849,0.45,6.67e-05,4,0.754,6,272667,-4.486,0.673,0,spotify:track:3FDrI0FLKzrYQiWxPhqV2W
3EmmCZoqpWOTY1g2GBwJoR,Just Hold On,Steve Aoki,0.932,0.0574,114.991,0.0824,0.00383,1.5e-06,4,0.647,11,198774,-3.515,0.374,1,spotify:track:3EmmCZoqpWOTY1g2GBwJoR
4qo8esHlkaxttbr8QxxuHE,Make You Mine,Maxi Trusso,0.931,0.115,119.993,0.106,0.205,0.0,4,0.751,0,202293,-4.674,0.57,1,spotify:track:4qo8esHlkaxttbr8QxxuHE
0Fp5Zs2KZwiuvA58kz5kYg,La Calle Adicción,La Vela Puerca,0.949,0.112,158.912,0.0794,0.0031,1.58e-05,4,0.517,4,193613,-5.385,0.65,1,spotify:track:0Fp5Zs2KZwiuvA58kz5kYg
7f1X6tauagdeqpfNuNOYWr,Have You Ever Seen The Rain,Rod Stewart,0.808,0.0744,114.995,0.0285,0.0183,1.72e-05,4,0.615,11,192147,-6.19,0.762,1,spotify:track:7f1X6tauagdeqpfNuNOYWr
7g4r5YjKlvos3yOXiQ9xsW,Niña Chay,Sergio Galleguillo,0.857,0.731,97.984,0.0955,0.598,1.82e-06,4,0.518,7,225013,-4.574,0.579,0,spotify:track:7g4r5YjKlvos3yOXiQ9xsW
4tg0qvJQYf8TLMZEJ7fHmR,Terminales,Cruzando El Charco,0.687,0.0831,147.964,0.044,0.00141,0.0,4,0.562,5,199587,-6.592,0.821,1,spotify:track:4tg0qvJQYf8TLMZEJ7fHmR
4Ovy5UkvkweOluGd9hoKsR,Sere nere,Tiziano Ferro,0.689,0.0957,135.882,0.0379,0.179,0.0,4,0.585,6,264987,-4.774,0.399,1,spotify:track:4Ovy5UkvkweOluGd9hoKsR
4K5Q0c4y2ag9ynUh5K7VLE,Hey DJ,Version Cumbia La Plata,0.754,0.107,203.933,0.0734,0.25,0.0,4,0.527,5,154985,-6.726,0.938,1,spotify:track:4K5Q0c4y2ag9ynUh5K7VLE
1S6BO6K72rapT2Ehce2nP1,No Vale Enamorarse,Los Turros,0.311,0.114,165.856,0.0907,0.258,0.0,4,0.818,2,93437,-11.403,0.965,1,spotify:track:1S6BO6K72rapT2Ehce2nP1
26lG5q6s0MG3GK44rmYmFg,De La Guitarra,Intoxicados,0.75,0.24,126.014,0.0284,0.046,9.42e-05,4,0.626,7,312760,-7.547,0.7,1,spotify:track:26lG5q6s0MG3GK44rmYmFg
08piX6cjGIstSVAteSf5LE,La Otra Manera,Tan Bionica,0.72,0.0895,99.976,0.0351,0.0154,0.0352,4,0.61,0,264386,-6.9,0.236,1,spotify:track:08piX6cjGIstSVAteSf5LE
0i2elQQdEZwsDX5icf0Co8,Fue Tan Bueno,La Franela,0.516,0.0927,94.005,0.0256,0.0177,0.0,4,0.641,4,295373,-6.857,0.745,0,spotify:track:0i2elQQdEZwsDX5icf0Co8
0EayXisPHaulRoFgazbi0A,Bella Ciao,"Interpreti dello spettacolo ""Bella Ciao""",0.389,0.0931,145.851,0.0695,0.77,0.0,4,0.596,9,96400,-11.485,0.938,0,spotify:track:0EayXisPHaulRoFgazbi0A
2m7k94oFN4AvRFdEkkfa8G,Luz,Ciro y los Persas,0.577,0.118,159.766,0.0342,0.116,9.51e-06,4,0.422,0,271332,-6.749,0.235,1,spotify:track:2m7k94oFN4AvRFdEkkfa8G
76PJhxLxYuqlytINQ4WuZa,Me Canse,Angel Y Khriz,0.899,0.304,128.009,0.0797,0.0823,0.0,4,0.822,9,259475,-5.05,0.712,0,spotify:track:76PJhxLxYuqlytINQ4WuZa
4mCOEC7MifBw7Wz26JaVwF,El Profeta - En Vivo,La Vela Puerca,0.947,0.919,156.825,0.187,0.00721,0.0,4,0.331,0,243320,-6.03,0.347,1,spotify:track:4mCOEC7MifBw7Wz26JaVwF
7FFo6OcgORAgOK81R2kSqy,Cambiando De Color,Cruzando El Charco,0.616,0.0952,94.981,0.028,0.139,0.0,4,0.686,9,210427,-7.644,0.418,1,spotify:track:7FFo6OcgORAgOK81R2kSqy
0Oii8bI6O1ZlhBrOrtJ5GF,I Just Called To Say I Love You,Stevie Wonder,0.55,0.0866,113.545,0.0238,0.217,1.95e-06,4,0.746,1,262240,-9.064,0.632,1,spotify:track:0Oii8bI6O1ZlhBrOrtJ5GF
5WzGvUECNBgXZqU5fgA36A,Lento,Coti,0.665,0.131,139.039,0.0298,0.0913,0.000929,4,0.626,11,201427,-8.948,0.819,1,spotify:track:5WzGvUECNBgXZqU5fgA36A
1zsG4eaZmkA1dvjDDsAGLK,Échame La Culpa,Luis Fonsi,0.895,0.097,96.022,0.0411,0.0322,0.0,4,0.724,7,173720,-3.617,0.64,1,spotify:track:1zsG4eaZmkA1dvjDDsAGLK
3TMvz08PqjPCVzINmbK06s,Needles and Pins - 2002 Remaster,Ramones,0.886,0.103,119.218,0.0318,0.0143,0.000759,4,0.788,6,141507,-5.914,0.942,1,spotify:track:3TMvz08PqjPCVzINmbK06s
2CAK2t1reUgPK6OMgAMURB,Wasted,Tiësto,0.816,0.195,112.014,0.0308,0.00149,0.00115,4,0.638,2,190014,-5.503,0.386,1,spotify:track:2CAK2t1reUgPK6OMgAMURB
1mXK8Cog4ScFTqbdQAzXli,Ciudad Mágica,Tan Bionica,0.904,0.146,121.999,0.0328,0.000791,3.33e-05,4,0.625,9,210607,-5.287,0.687,0,spotify:track:1mXK8Cog4ScFTqbdQAzXli
16rQTTMtbn0ODLyflr0O6Q,Pájaro Cantor,Abel Pintos,0.87,0.101,142.003,0.0347,0.115,2.93e-06,4,0.611,4,299320,-2.257,0.847,1,spotify:track:16rQTTMtbn0ODLyflr0O6Q
77z3SBwaO57QHjjA0rnIrV,Por Tener Tu Amor,Los Huayra,0.801,0.967,118.233,0.0417,0.0273,0.0231,4,0.3,0,430320,-8.153,0.351,1,spotify:track:77z3SBwaO57QHjjA0rnIrV
45hvERQti0lxhrFCyGXCnL,Reirme Más,Leo García,0.79,0.0501,125.03,0.0383,0.0556,0.000236,4,0.783,11,218733,-6.869,0.967,0,spotify:track:45hvERQti0lxhrFCyGXCnL
4j8KVDMrMFzuWYnBAEeOFf,Casi Todo,La Vela Puerca,0.908,0.109,187.879,0.0706,0.0131,0.00191,4,0.339,6,158819,-4.879,0.735,1,spotify:track:4j8KVDMrMFzuWYnBAEeOFf
4kyakm8Sn1pMjl2FPK5qHM,Te Vengo a Buscar,Leandro Robin,0.557,0.117,100.912,0.139,0.355,2.2e-06,1,0.876,9,150127,-8.121,0.695,1,spotify:track:4kyakm8Sn1pMjl2FPK5qHM
5IXm926BIDseqJxZqZNPg1,Piratas del Caribe,Antoine Barry,0.415,0.066,76.89,0.0408,0.264,0.891,4,0.579,7,87078,-7.248,0.757,0,spotify:track:5IXm926BIDseqJxZqZNPg1
7dNxJbThVkQKPuDCrg2AvJ,Tango En Segunda - El Amor Espera - Live,Charly García & The Prostitution,0.757,0.957,79.231,0.0368,0.00122,0.538,4,0.328,2,387707,-6.008,0.297,1,spotify:track:7dNxJbThVkQKPuDCrg2AvJ
5MYjrH1DifdsSVXHBtF5bP,Punto para Vos,Ivan Noble,0.607,0.215,84.927,0.0252,0.0183,0.0,4,0.582,7,256067,-7.201,0.562,1,spotify:track:5MYjrH1DifdsSVXHBtF5bP
45b1FmcfKKktix1QYWC6m4,Cuando Calienta el Sol,Diego Boneta,0.77,0.156,125.675,0.0287,0.125,1.64e-06,4,0.751,5,237040,-5.234,0.765,1,spotify:track:45b1FmcfKKktix1QYWC6m4
6BdAwMv1YorLfkBWlE493X,Héroe Favorito,Romeo Santos,0.655,0.135,128.038,0.0485,0.659,0.0,4,0.799,1,239824,-6.34,0.82,1,spotify:track:6BdAwMv1YorLfkBWlE493X
05iMQqncVBIm4AE26EvaTL,Andar Conmigo,Julieta Venegas,0.585,0.116,116.994,0.0285,0.3,0.0,4,0.77,0,193373,-8.06,0.912,1,spotify:track:05iMQqncVBIm4AE26EvaTL
4waqcUQWdj0yH26STWl2Rq,Rosas,La Oreja de Van Gogh,0.685,0.108,107.01,0.0271,0.627,3.49e-06,4,0.783,9,236333,-5.008,0.54,1,spotify:track:4waqcUQWdj0yH26STWl2Rq
1KdQcx4Ac4PfVm9sQsRHf0,Oda a la Sin Nombre,El Bordo,0.731,0.122,125.964,0.0333,0.0225,0.0101,4,0.596,4,264560,-6.969,0.442,1,spotify:track:1KdQcx4Ac4PfVm9sQsRHf0
5oAgI7Pzg6vxuKrfapg3Pi,Pizza,Martin Garrix,0.712,0.183,127.967,0.0355,0.000408,0.589,4,0.381,5,255103,-6.9,0.0378,1,spotify:track:5oAgI7Pzg6vxuKrfapg3Pi
3T45hB2sscHjSbKgrnRB4l,De Negro y Rojo,La Vela Puerca,0.793,0.2,189.907,0.0362,0.0581,7.5e-06,4,0.42,5,174368,-8.144,0.798,1,spotify:track:3T45hB2sscHjSbKgrnRB4l
5Wnvu7pNPn8qpszTX9FJRc,Zamba de Serenata,Leandro Robin,0.563,0.119,104.028,0.111,0.435,0.0,3,0.863,4,157415,-8.473,0.576,0,spotify:track:5Wnvu7pNPn8qpszTX9FJRc
13Cej6nXVeBimkpCmaueC3,Nada Que Perder (En Vivo),Los Pericos,0.828,0.932,148.978,0.166,0.155,2.86e-05,4,0.445,1,176245,-7.466,0.752,1,spotify:track:13Cej6nXVeBimkpCmaueC3
5G4qc4G1dvOJxVN2SWpOvK,Te Llevo para Que Me Lleves,Gustavo Cerati,0.718,0.398,130.153,0.0274,0.0601,0.382,4,0.631,11,220827,-8.719,0.451,0,spotify:track:5G4qc4G1dvOJxVN2SWpOvK
1jxO9AwMqYynDsuMWKrPvi,La bikina - En vivo,Luis Miguel,0.71,0.918,160.397,0.0351,0.161,0.0,3,0.389,5,179040,-6.265,0.666,1,spotify:track:1jxO9AwMqYynDsuMWKrPvi
3NwVga1qCZ6TgJ8RVcBbKD,Bella ciao,Modena City Ramblers,0.758,0.287,159.108,0.0661,0.512,3.19e-06,4,0.337,7,269507,-5.949,0.446,0,spotify:track:3NwVga1qCZ6TgJ8RVcBbKD
5QqdvVeYLL1xvZ1ndUjxnO,In My Life - Remastered,The Beatles,0.435,0.113,103.239,0.0323,0.449,0.0,4,0.688,9,146333,-11.359,0.435,1,spotify:track:5QqdvVeYLL1xvZ1ndUjxnO
29jq3EM1cLPzQxyuelVCRi,Nena Maldición - Cumbia,Mak Donal,0.636,0.076,97.943,0.0467,0.173,0.0,4,0.909,6,193464,-5.178,0.654,1,spotify:track:29jq3EM1cLPzQxyuelVCRi
7muesIkUA6Yr3uCvRGPKJF,Plan B: Anhelo de Satisfacción,Massacre,0.836,0.0876,126.179,0.0662,0.000227,0.00624,4,0.449,5,262600,-8.043,0.319,0,spotify:track:7muesIkUA6Yr3uCvRGPKJF
5Y61Z8U2IpdZYeY8VJImMk,Crimen,Salta La Banca,0.487,0.0799,173.898,0.028,0.225,0.0386,4,0.389,4,236387,-8.212,0.26,1,spotify:track:5Y61Z8U2IpdZYeY8VJImMk
3uU6dqBjVKRTPis0RrTaT4,Las de la Intuición,Shakira,0.731,0.0888,130.032,0.0347,0.0331,0.351,4,0.728,2,220667,-7.075,0.602,0,spotify:track:3uU6dqBjVKRTPis0RrTaT4
5w3GTe4W2fHBC3tLnqCr1B,Un Dia Perfecto,Estelares,0.902,0.532,138.037,0.0649,0.000516,1.88e-05,4,0.462,0,242933,-4.059,0.718,1,spotify:track:5w3GTe4W2fHBC3tLnqCr1B
5TON6glBoeE7ORmFur35nO,La Yapa (En Vivo),Soledad,0.911,0.678,77.974,0.104,0.236,0.0,3,0.53,0,197427,-3.051,0.733,0,spotify:track:5TON6glBoeE7ORmFur35nO
4EbfeFf88tna6YcInp1ugJ,Casi Nunca Lo Ves (En Vivo) (feat. Ciro y Los Persas),Los Pericos,0.882,0.919,158.892,0.0732,0.0179,0.00102,4,0.361,9,296120,-5.726,0.351,1,spotify:track:4EbfeFf88tna6YcInp1ugJ
69PXLn7FaqhOMhMpzheUT9,La Mañana,Los Huayra,0.572,0.131,98.08,0.0263,0.522,0.0,4,0.58,7,216080,-7.127,0.556,1,spotify:track:69PXLn7FaqhOMhMpzheUT9
2S2IWM3kJMKFZHtwdvwGF8,O Tu O Ninguna,Luis Miguel,0.428,0.105,144.075,0.0338,0.479,0.0,4,0.302,5,196333,-8.814,0.119,1,spotify:track:2S2IWM3kJMKFZHtwdvwGF8
7dmdwwxTx9aoUsfXbRHIoQ,Loco Un Poco,Turf,0.964,0.0761,176.117,0.123,0.0162,0.0,4,0.441,11,207280,-5.183,0.775,0,spotify:track:7dmdwwxTx9aoUsfXbRHIoQ
7hpNv31H2waXjtB3uptPTk,Dame Un Motivo,Ivan Noble,0.645,0.922,93.036,0.0341,0.461,0.000565,4,0.677,8,255427,-8.671,0.608,1,spotify:track:7hpNv31H2waXjtB3uptPTk
1CRVvwUopaV42bAEvoh194,I've Got All This Ringing In My Ears And None On My Fingers,Fall Out Boy,0.922,0.614,101.989,0.0387,0.0192,3.19e-05,4,0.583,11,246533,-3.843,0.4,1,spotify:track:1CRVvwUopaV42bAEvoh194
2EY5933fodiPLQoENHH8Sb,Bella,Mak Donal,0.68,0.0693,94.088,0.0455,0.306,0.0,4,0.884,3,188937,-5.973,0.893,1,spotify:track:2EY5933fodiPLQoENHH8Sb
4pEMBjS9eKYGgMITqF6Mdo,Recuérdame (Interpretada por Ernesto De la Cruz),Marco Antonio Solís,0.543,0.337,128.939,0.0399,0.709,1.69e-05,4,0.57,2,109280,-6.398,0.774,1,spotify:track:4pEMBjS9eKYGgMITqF6Mdo
0f8UKGM3m5ZdxgF46vaikm,Otra Piel,Gustavo Cerati,0.797,0.136,104.974,0.0228,0.0264,0.654,4,0.61,8,280613,-7.953,0.734,0,spotify:track:0f8UKGM3m5ZdxgF46vaikm
0Lckblu9CJUXOeMV0XY3b9,We Can Work It Out - Remastered 2015,The Beatles,0.677,0.183,106.071,0.0298,0.0635,0.0,4,0.378,2,135693,-8.63,0.648,1,spotify:track:0Lckblu9CJUXOeMV0XY3b9
4cG7HUWYHBV6R6tHn1gxrl,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,Riton,0.862,0.303,122.98,0.126,0.0076,0.000132,4,0.824,2,169153,-3.424,0.801,1,spotify:track:4cG7HUWYHBV6R6tHn1gxrl
0siYMEsGrzzzlWLXK5zJfS,BED,Joel Corry,0.782,0.333,123.989,0.0341,0.0142,0.00221,4,0.671,6,178088,-4.593,0.618,1,spotify:track:0siYMEsGrzzzlWLXK5zJfS
0b18g3G5spr4ZCkz7Y6Q0Q,Rasputin,Majestic,0.913,0.193,128.04,0.113,0.00364,6.92e-05,4,0.758,6,186210,-2.926,0.658,0,spotify:track:0b18g3G5spr4ZCkz7Y6Q0Q
6OufwUcCqo81guU2jAlDVP,Love Tonight - Edit,Shouse,0.681,0.0861,123.028,0.0265,0.00214,0.000307,4,0.727,5,241970,-7.114,0.448,0,spotify:track:6OufwUcCqo81guU2jAlDVP
2REu6wX4KKrG6uGlTKVqu6,One More Time (feat. Alida),Robin Schulz,0.701,0.307,123.985,0.0499,0.0302,8.97e-06,4,0.5,0,199358,-6.261,0.159,0,spotify:track:2REu6wX4KKrG6uGlTKVqu6
2pPO9YecZimmuVQfIzfV6U,Wasted Love (feat. Lagique),Ofenbach,0.855,0.0901,121.955,0.135,0.0821,4.73e-06,4,0.734,6,139563,-4.578,0.54,0,spotify:track:2pPO9YecZimmuVQfIzfV6U
5YaskwnGDZFDRipaqzbwQx,Your Love (9PM),ATB,0.784,0.115,125.993,0.112,0.194,6.28e-06,4,0.669,7,150053,-5.603,0.517,1,spotify:track:5YaskwnGDZFDRipaqzbwQx
3zPfyVThoCzQ6IB5CSGDTz,You've Done Enough,Gorgon City,0.791,0.703,125.052,0.0337,0.016,0.153,4,0.685,0,213547,-6.628,0.539,1,spotify:track:3zPfyVThoCzQ6IB5CSGDTz
2cc8Sw1OnCuA5bV8nqWqpE,You,Regard,0.695,0.0647,106.064,0.0367,0.0592,0.0,4,0.691,0,233386,-5.6,0.514,1,spotify:track:2cc8Sw1OnCuA5bV8nqWqpE
5i5zn4un7FhVeNYiGNnLDA,Trouble - Spotify Singles,Aluna,0.615,0.0954,109.992,0.0682,0.0516,0.00219,4,0.737,8,170087,-7.971,0.717,1,spotify:track:5i5zn4un7FhVeNYiGNnLDA
6L5eyrIlO6GkRJAdqQEThe,Mad World,Timmy Trumpet,0.892,0.195,106.594,0.11,0.233,9.35e-05,3,0.54,11,153304,-4.985,0.152,1,spotify:track:6L5eyrIlO6GkRJAdqQEThe
7ltLi7CG003USSGYsSba9s,It Don’t Matter - Spotify Singles,Alok,0.864,0.367,118.032,0.0378,0.161,1.34e-05,4,0.732,3,173743,-5.94,0.568,0,spotify:track:7ltLi7CG003USSGYsSba9s
4crczEC1PpoD8TsDsmoWNI,Goodbye,Imanbek,0.931,0.191,125.011,0.0563,0.0225,0.000102,4,0.741,10,144000,-3.447,0.517,0,spotify:track:4crczEC1PpoD8TsDsmoWNI
4ga4WvRNhMsIL38pkBbnIN,Pressure (feat. Tove Lo),Martin Garrix,0.558,0.124,114.978,0.0902,0.659,0.324,4,0.859,7,144391,-8.991,0.357,0,spotify:track:4ga4WvRNhMsIL38pkBbnIN
2Q8fFORnsDE6I3RNvSLXSf,Gotta Be You,NERVO,0.869,0.0708,123.91,0.0452,0.252,0.0288,4,0.642,6,149032,-5.271,0.376,0,spotify:track:2Q8fFORnsDE6I3RNvSLXSf
7HXBG0W8gFJwHUh5mVF9tf,Rise,Lost Frequencies,0.612,0.368,122.076,0.0387,0.228,7.77e-06,4,0.689,6,193018,-6.014,0.461,1,spotify:track:7HXBG0W8gFJwHUh5mVF9tf
12yj178KaJo8PrddT0StaL,What's Up,Gaullin,0.845,0.775,121.997,0.0397,0.00155,0.0107,4,0.739,5,147541,-5.93,0.839,0,spotify:track:12yj178KaJo8PrddT0StaL
3AygCrAj6TZZ6mGkcvD9To,Take Your Time,ARTY,0.94,0.0524,127.009,0.0551,0.0476,0.000206,4,0.583,7,186142,-3.05,0.378,1,spotify:track:3AygCrAj6TZZ6mGkcvD9To
